result,answer,code,id,query,img_path,possible_answers
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""pink balloons"");return t.length>0?""yes"":""no""}']",20412099,Do you see people near the pink balloons?,/root/Datasets/./images/n531359.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""man"");const n=e.find(""woman"");const r=t.concat(n);r.sort((a,b)=>a.computeDepth()-b.computeDepth());return r[0].simpleQuery(""Are you happy?"")}']",2044638,Are there any men or women that are happy?,/root/Datasets/./images/n184551.jpg,[]
None,wood,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""desk"");return t[0].llm_query(""What makes up the desk?"",!1)}']",20705853,What makes up the desk?,/root/Datasets/./images/n264887.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""box"");return bool_to_yesno(t[0].verify_property(""box"",""square"")&&t[0].verify_property(""box"",""brown""))}']",201711425,Is the box square and brown?,/root/Datasets/./images/n302387.jpg,[]
None,white,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""car"");return t[0].llm_query(""What is the color of the car?"",!1)}']",201952894,Does the car look white or red?,/root/Datasets/./images/n525029.jpg,[]
None,looking down,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""man"");return t[0].llm_query(""What is the man doing?"",!1)}']",201068593,What is the man doing?,/root/Datasets/./images/n159802.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""person"");const n=e.find(""skateboarder"");return bool_to_yesno(t[1].verify_property(""person"",""female"")&&n[0].verify_property(""skateboarder"",""male""))}']",20245743,Are both the person to the right of the other people and the skateboarder that is not male standing?,/root/Datasets/./images/n489190.jpg,[]
None,dry,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""pasture"");return bool_to_yesno(t[0].verify_property(""pasture"",""dry""))}']",2017157,Is the pasture dry or wet?,/root/Datasets/./images/n324908.jpg,[]
None,looking down,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""man"");return t[0].llm_query(""What is the man doing?"",!1)}']",201068595,What's the man doing?,/root/Datasets/./images/n159802.jpg,[]
None,street sign,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""sign"");return t[0].best_text_match([""traffic"",""parking"",""stop""])}']",20655405,Which kind of sign is on the sidewalk?,/root/Datasets/./images/n199097.jpg,[]
None,street sign,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""sign"");return t[0].llm_query(""What type of sign is this?"",!1)}']",20655403,What type of sign is on the wide sidewalk?,/root/Datasets/./images/n199097.jpg,[]
None,shelves,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""black device"");const n=t[0].right;const o=e.find(""furniture"");return o.filter(f=>f.left>n).map(f=>f.simple_query(""What is this?"")).join("", "")}']",201735522,What are the items of furniture to the right of the black device?,/root/Datasets/./images/n240973.jpg,[]
None,dark brown,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""table"");return t[0].simple_query(""What is the color?"")}']",20416735,What is the color of the table?,/root/Datasets/./images/n234722.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""horse"");return t[0].verify_property(""horse"",""long and white"")}']",20789836,Is the horse's tail long and white?,/root/Datasets/./images/n475030.jpg,[]
None,deer,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""grass"");return t[0].llm_query(""What animal stands on the grass?"",!1)}']",2075460,What animal stands on the grass?,/root/Datasets/./images/n469525.jpg,[]
None,yes,"[' function execute_command(e){const t=new ImagePatch(e),n=t.find(""bananas"");return bool_to_yesno(n[0].verify_property(""bananas"",""small""))}']",201235642,Are these small bananas?,/root/Datasets/./images/n527589.jpg,[]
None,metallic,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""lamp"");const n=e.find(""tree"");const o=t[0].llm_query(""What is the material of the lamp?"",!1);const r=n[0].llm_query(""What is the material of the tree?"",!1);return bool_to_yesno(o==r)}']",201935106,Is the lamp behind the tree wooden or metallic?,/root/Datasets/./images/n556604.jpg,[]
None,clock,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""person"");const n=t[0];const r=n.right;const i=e.find(""lady"");const s=i[0];const o=s.right;const u=e.find(""standing beside"");const a=u.filter(function(e){return e.left==r&&e.right==o});return a[0]}']",201751709,What is standing beside the person to the right of the lady?,/root/Datasets/./images/n355567.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""old man"");const n=e.find(""old woman"");return bool_to_yesno(t.length>0||n.length>0)}']",20473114,Are there either old men or women in the picture?,/root/Datasets/./images/n126891.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""pepper"");return bool_to_yesno(t[0].verify_property(""pepper"",""green""))}']",202036826,Does the pepper look green?,/root/Datasets/./images/n200225.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""woman"");return bool_to_yesno(t[0].verify_property(""woman"",""scarf""))}']",201972828,Is the woman wearing a scarf?,/root/Datasets/./images/n541482.jpg,[]
None,black,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""devices"");t.sort((a,b)=>a.computeDepth()-b.computeDepth());return t[0].simpleQuery(""What is the color?"")}']",20588998,What is the color of the devices in the top part?,/root/Datasets/./images/n258500.jpg,[]
None,plastic,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""bottle"");const n=e.find(""purse"");return bool_to_yesno(t[0].left<n[0].left)}']",20899323,Is the bottle to the left of the purse made of plastic or glass?,/root/Datasets/./images/n403734.jpg,[]
None,gentleman,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""shirt"");return t[0].llm_query(""Who is wearing this shirt?"",!1)}']",20427673,Who is wearing a shirt?,/root/Datasets/./images/n281241.jpg,[]
None,right,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""drink"");return t[0].left<e.width/2?""left"":""right""}']",201403992,On which side of the picture is the drink?,/root/Datasets/./images/n331357.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""suitcase"");return bool_to_yesno(t[0].verify_property(""suitcase"",""red""))}']",202231819,Does the suitcase on the floor have red color?,/root/Datasets/./images/n232810.jpg,[]
None,gentleman,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""shirt"");return t[0].llm_query(""Who is wearing this shirt?"",!1)}']",20427674,Who is wearing the shirt?,/root/Datasets/./images/n281241.jpg,[]
None,graffiti,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""skater"");return t[0].llm_query(""What is under the skater?"",!1)}']",20589022,What's under the skater?,/root/Datasets/./images/n258500.jpg,[]
None,table,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""dog"");const n=t[0];const r=n.llm_query(""What is the dog that looks brown and black sitting on?"",!1);return r}']",20887361,What is the dog that looks brown and black sitting on?,/root/Datasets/./images/n282436.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""chair"");return bool_to_yesno(t[0].verify_property(""chair"",""yellow"")&&t[0].verify_property(""chair"",""metallic""))}']",20381301,Is the chair yellow and metallic?,/root/Datasets/./images/n398257.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""tree"");return t.every(t=>t.verify_property(""tree"",""short"")&&t.verify_property(""tree"",""green""))?bool_to_yesno(true):bool_to_yesno(false)}']",201593521,Are the trees short and green?,/root/Datasets/./images/n524855.jpg,[]
None,metal,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const chairPatches=imagePatch.find(""black chair"");const chairPatch=chairPatches[0];return chairPatch.llmQuery(""What material is the chair made of?"",!1)}']",20381305,What material is the black chair made of?,/root/Datasets/./images/n398257.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const n=e.find(""oar"");return bool_to_yesno(n[0].verify_property(""oar"",""blue""))}']",201687367,Is the oar blue?,/root/Datasets/./images/n228268.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""mug"");return t[0].verify_property(""mug"",""round"")&&t[0].verify_property(""mug"",""large"")}']",20178147,Does the mug appear to be round and large?,/root/Datasets/./images/n55058.jpg,[]
None,large,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""mug"");return bool_to_yesno(t[0].verify_property(""mug"",""small""))}']",20178146,Does the mug look small or large?,/root/Datasets/./images/n55058.jpg,[]
None,table,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""shoes"");return t[0].simple_query(""What are they?"")}']",201616253,What are the shoes in front of?,/root/Datasets/./images/n65230.jpg,[]
None,chair,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""wide piece of furniture"");return t[0].simple_query(""What is this?"")}']",20672829,What is the wide piece of furniture?,/root/Datasets/./images/n59147.jpg,[]
None,table,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const shoePatches=imagePatch.find(""shoes"");const shoePatch=shoePatches[0];const shoeName=shoePatch.simpleQuery(""What is the name of the shoe?"");return shoePatch.llmQuery(`What is the item of furniture that ${shoeName} is in front of?`,!1)}']",201616254,What is the item of furniture that the shoes are in front of?,/root/Datasets/./images/n65230.jpg,[]
None,small,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const bookPatches=imagePatch.find(""closed book"");bookPatches.sort((a,b)=>a.computeDepth()-b.computeDepth());return bookPatches[0].computeDepth()}']",201983080,How large are the closed books on top of the coffee table?,/root/Datasets/./images/n526228.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""shoes"");const n=e.find(""lamp"");return bool_to_yesno(t[0].overlaps_with(n[0]))}']",201616258,Are the shoes in front of a lamp?,/root/Datasets/./images/n65230.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""shorts"");return bool_to_yesno(t[0].verify_property(""shorts"",""clean"")&&t[0].verify_property(""shorts"",""blue""))}']",201302074,Are the shorts clean and blue?,/root/Datasets/./images/n127705.jpg,[]
None,sofa,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""furniture"");return t[0].best_text_match([""chair"",""table"",""sofa""])}']",20827469,Which kind of furniture is in front of the window?,/root/Datasets/./images/n283587.jpg,[]
None,sofa,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""furniture"");const n=t.find(""window"");const r=n[0].verify_property(""window"",""square"");if(r){const i=n[0].llm_query(""What kind of furniture is in front of the window?"",!1);return i}}']",20827468,What kind of furniture is in front of the window that looks square?,/root/Datasets/./images/n283587.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);return e.exists(""large bear"")}']",201467253,Are there any large bears?,/root/Datasets/./images/n437192.jpg,[]
None,color,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""sign post"");const n=e.find(""artwork"");return t[0].llm_query(`What do ${t[0].simple_query(""What is this?"")} and ${n[0].simple_query(""What is this?"")} have in common?`,!0)}']",202021395,What do the sign post and the artwork have in common?,/root/Datasets/./images/n255161.jpg,[]
None,woman,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""person"");return t[0].llm_query(""Who is sitting?"",!1)}']",201795347,Who is sitting?,/root/Datasets/./images/n119944.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""snowboarder"");return t[0].llm_query(""Is the snowboarder wearing goggles?"",!1)}']",20361323,Is the snowboarder wearing goggles?,/root/Datasets/./images/n352479.jpg,[]
None,woman,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""pie"");return t[0].llm_query(""Who is in front of the pie?"",!1)}']",20210946,Who is the pie in front of?,/root/Datasets/./images/n312206.jpg,[]
None,yes,"[' function execute_command(e){const t=new ImagePatch(e),n=t.find(""blue sign""),o=t.find(""logo"");return bool_to_yesno(n[0].compute_depth()>o[0].compute_depth())}']",201879046,Is the blue sign bigger than the logo?,/root/Datasets/./images/n496803.jpg,[]
None,snowboarder,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""ground"");return t[0].llm_query(""Who is wearing the ground?"",!1)}']",20361326,Who is wearing the ground?,/root/Datasets/./images/n352479.jpg,[]
None,snowboarder,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""jacket"");return t[0].simple_query(""Who is wearing this?"")}']",20361329,Who is wearing a jacket?,/root/Datasets/./images/n352479.jpg,[]
None,dry,"[' function execute_command(image){const e=new ImagePatch(image);return e.llm_query(""Is the beach dry or wet?"",!1)}']",201879845,Is the beach dry or wet?,/root/Datasets/./images/n466319.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""woman"");const n=e.find(""man"");return bool_to_yesno(t.length>0||n.length>0)}']",201235840,Do you see any women or men that are standing?,/root/Datasets/./images/n527589.jpg,[]
None,drawer,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""furniture"");for(const n of t){if(!n.verify_property(""furniture"",""wooded"")){return n.simple_query(""What kind of furniture is not wooded?"")}}}']",20149839,What kind of furniture is not wooded?,/root/Datasets/./images/n65866.jpg,[]
None,woman,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const stepPatches=imagePatch.find(""steps"");const stepPatch=stepPatches[0];const personPatches=imagePatch.find(""person"");personPatches.sort((a,b)=>a.verticalCenter-b.verticalCenter);return personPatches[0]}']",20183254,Who is sitting on top of the steps?,/root/Datasets/./images/n151768.jpg,[]
None,white,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""skater"");const n=t[0];const r=n.find(""hat"");return r[0].simple_query(""What is the color of the hat?"")}']",20879028,The hat the skater is wearing is of what color?,/root/Datasets/./images/n259949.jpg,[]
None,female,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const personPatches=imagePatch.find(""person"");const personPatch=personPatches[0];const rightPersonPatch=personPatch.crop(personPatch.right,personPatch.lower,personPatch.right+100,personPatch.upper);return rightPersonPatch.llmQuery(""What is the gender of the person?"",!1)}']",20753709,What is the gender of the person to the right of the other person?,/root/Datasets/./images/n481777.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""dog"");for(const n of t){if(!n.verify_property(""dog"",""uncomfortable"")){return bool_to_yesno(true)}}return bool_to_yesno(false)}']",201878397,Is there a dog in the image that is not uncomfortable?,/root/Datasets/./images/n342511.jpg,[]
None,chicken,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""laptop"");const n=t[0];const r=n.llm_query(""What is the laptop sitting beside?"",!1);return r}']",201735383,What is the laptop sitting beside?,/root/Datasets/./images/n240973.jpg,[]
None,yes,"[' function execute_command(e){const t=new ImagePatch(e),n=t.find(""device"");const r=t.find(""shelves"");const i=t.find(""chicken"");const s=n[0].left<r[0].right&&n[0].right>r[0].left&&n[0].lower<r[0].upper&&n[0].upper>r[0].lower;const o=i[0].left<n[0].left&&i[0].right>n[0].left&&i[0].lower<n[0].lower&&i[0].upper>n[0].lower;return bool_to_yesno(s&&o)}']",201735385,Is the device to the left of the shelves sitting beside the chicken?,/root/Datasets/./images/n240973.jpg,[]
None,stove,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""appliance"");return t[0].simple_query(""What is the color?"")==""dark""?t[0].llm_query(""What is the name of this appliance?""):""none""}']",20756952,What appliance is dark?,/root/Datasets/./images/n433532.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""wide sky"");return t[0].llm_query(""Is the sky cloudy?"",!1)}']",202073379,Does the wide sky look cloudy?,/root/Datasets/./images/n219840.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""female person"");return t[0].llm_query(""Is the female person looking down?"",!1)}']",20753702,Does the female person seem to be looking down?,/root/Datasets/./images/n481777.jpg,[]
None,monitor,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""device"");return t[0].simple_query(""What is this?"")}']",20705704,What is the device that is on?,/root/Datasets/./images/n264887.jpg,[]
None,stove,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""appliance"");return t[0].llm_query(""What kind of appliance is warm?"",!1)}']",20756956,What kind of appliance is warm?,/root/Datasets/./images/n433532.jpg,[]
None,metal,"[' function execute_command(image){const e=new ImagePatch(image);const n=e.find(""fork"");return n[0].llm_query(""What is the material of the fork?"",!1)}']",20609470,What is the fork made of?,/root/Datasets/./images/n437064.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""bag"");const n=e.find(""towel"");return bool_to_yesno(t[0].overlaps_with(n[0]))}']",201482336,Is the bag that looks brown sitting on top of a towel?,/root/Datasets/./images/n470920.jpg,[]
None,field,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""fence"");return t[0].llm_query(""What is the fence around of?"",!1)}']",201639129,What is the fence around of?,/root/Datasets/./images/n497789.jpg,[]
None,toilet,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""rug"");return t[0].llm_query(""What is in front of the rug?"",!1)}']",201616070,What is the rug in front of?,/root/Datasets/./images/n65230.jpg,[]
None,steps,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const womanPatches=imagePatch.find(""woman"");const womanPatch=womanPatches[0];const womanName=womanPatch.simpleQuery(""What is the name of the woman?"");return womanPatch.llmQuery(`What is ${womanName} sitting on top of?`,!1)}']",20183258,What is the woman sitting on top of?,/root/Datasets/./images/n151768.jpg,[]
None,right,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""toilet"");return t[0].left<e.width/2?""left"":""right""}']",20963671,On which side of the picture is the toilet?,/root/Datasets/./images/n119886.jpg,[]
None,pitcher,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""pants"");return t[0].simple_query(""Who is wearing the pants?"")}']",201738981,What is wearing the pants?,/root/Datasets/./images/n485969.jpg,[]
None,pitcher,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""pants"");return t[0].simple_query(""What is this?"")}']",201738980,What is wearing pants?,/root/Datasets/./images/n485969.jpg,[]
None,pitcher,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""baseball"");return t[0].simple_query(""What is this?"")}']",201738984,What is throwing the baseball?,/root/Datasets/./images/n485969.jpg,[]
None,baseball,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""pitcher"");return t[0].simple_query(""What is this?"")}']",201738987,What's the pitcher throwing?,/root/Datasets/./images/n485969.jpg,[]
None,white,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""clothes"");const n=t[0];return n.llm_query(""What is the color of the clothes made of?"",!1)}']",20295746,What is the color of the clothes made of cloth?,/root/Datasets/./images/n162586.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""colorful books"");const n=e.find(""radio"");return bool_to_yesno(t[0].right>n[0].right)}']",20480529,Are the colorful books to the right of a radio?,/root/Datasets/./images/n520071.jpg,[]
None,left,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""backpack"");return t[0].left<e.left?""left"":""right""}']",201156504,On which side of the photo is the backpack?,/root/Datasets/./images/n146522.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""hat"");return bool_to_yesno(t[0].verify_property(""hat"",""crooked""))}']",20667311,Does the hat appear to be crooked?,/root/Datasets/./images/n181355.jpg,[]
None,coffee table,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const magazinePatches=imagePatch.find(""magazine"");return magazinePatches[0].simpleQuery(""What is the name of the magazine?"")}']",20667642,What is the magazine lying on top of?,/root/Datasets/./images/n181355.jpg,[]
None,coffee table,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const magazinePatches=imagePatch.find(""magazine"");const magazinePatch=magazinePatches[0];const furniturePatches=imagePatch.find(""furniture"");furniturePatches.sort((a,b)=>a.computeDepth()-b.computeDepth());return furniturePatches[0]}']",20667644,Which kind of furniture is the magazine lying on top of?,/root/Datasets/./images/n181355.jpg,[]
None,yes,"[' function execute_command(e){const o=new ImagePatch(e),n=o.find(""chair"");return bool_to_yesno(n[0].verify_property(""chair"",""empty""))}']",202125998,Are these empty chairs?,/root/Datasets/./images/n573460.jpg,[]
None,yes,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const spoonPatches=imagePatch.find(""spoon"");const foodPatches=imagePatch.find(""food"");const grapesPatches=imagePatch.find(""grapes"");const spoonPatch=spoonPatches[0];const foodPatch=foodPatches[0];const grapesPatch=grapesPatches[0];return bool_to_yesno(spoonPatch.verticalCenter>foodPatch.verticalCenter&&spoonPatch.verticalCenter>grapesPatch.verticalCenter)}']",20611779,Is the spoon on top of the food below the grapes?,/root/Datasets/./images/n28996.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""blue sky"");return bool_to_yesno(t[0].verify_property(""blue sky"",""cloudless""))}']",202116785,Does the blue sky look cloudless?,/root/Datasets/./images/n48494.jpg,[]
None,couch,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""woman"");return t[0].llm_query(""What is she sitting on?"",!1)}']",20667869,The woman is sitting on what?,/root/Datasets/./images/n181355.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""dress"");return t[0].verify_property(""dress"",""sleeveless"")}']",20247538,Is the dress sleeveless?,/root/Datasets/./images/n223750.jpg,[]
None,window,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""curtains"");return t[0].llm_query(""What is covered by the curtains?"",!1)}']",202121522,What is covered by the curtains?,/root/Datasets/./images/n140421.jpg,[]
None,curtains,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""window"");const n=t[0];return n.llm_query(""What is the window near the clock covered by?"",!1)}']",202121523,What is the window near the clock covered by?,/root/Datasets/./images/n140421.jpg,[]
None,bedroom,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""bedroom"");const n=e.find(""bathroom"");if(t.length>0&&n.length>0){return bool_to_yesno(t[0].verify_property(""bedroom"",""bathroom""))}else{return e.llm_query(""Is it a bedroom or a bathroom?"")}}']",201832266,Is it a bedroom or a bathroom?,/root/Datasets/./images/n432591.jpg,[]
None,chairs,"[' function execute_command(image){const t=new ImagePatch(image);const n=t.find(""table"");const e=n[0].crop(n[0].left,n[0].lower,n[0].right,n[0].upper);const o=e.find(""furniture"");return o.map(f=>f.simple_query(""What is this?"")).join("", "")}']",201143249,What are the pieces of furniture underneath the table?,/root/Datasets/./images/n276011.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""bat"");const n=e.find(""glove"");return bool_to_yesno(t[0].verify_property(""bat"",""color"")==n[0].verify_property(""glove"",""color""))}']",20287254,Do the bat and the glove have the same color?,/root/Datasets/./images/n317260.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const n=e.find(""horse"");const t=e.find(""cow"");return bool_to_yesno(n[0].verify_property(""horse"",""tan"")&&t[0].verify_property(""cow"",""tan""))}']",201976532,Is there a horse or a cow that is not tan?,/root/Datasets/./images/n279173.jpg,[]
None,mustard,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""ham"");return t[0].llm_query(""What is on the ham?"",!1)}']",20794202,What's on the ham?,/root/Datasets/./images/n278453.jpg,[]
None,uncomfortable,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""chair"");const n=e.find(""flower"");for(const chair of t){for(const flower of n){if(chair.overlaps_with(flower)){const answer=chair.llm_query(""Are the chairs near the flowers comfortable or uncomfortable?"",!1);return answer}}}}']",201143241,Are the chairs near the flowers comfortable or uncomfortable?,/root/Datasets/./images/n276011.jpg,[]
None,chairs,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""table"");const n=t[0].llm_query(""What is underneath the table?"",!1);return n}']",201143246,What is underneath the table?,/root/Datasets/./images/n276011.jpg,[]
None,chairs,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""covered table"");const n=t[0].llm_query(""What is underneath the table?"",!1);return n}']",201143245,What is underneath the covered table?,/root/Datasets/./images/n276011.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""ceiling"");const n=e.find(""bathtub"");return bool_to_yesno(t[0].overlaps_with(n[0]))}']",201671758,Is the ceiling above a bathtub?,/root/Datasets/./images/n410289.jpg,[]
None,ladder,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const brickPatches=imagePatch.find(""brick building"");const brickPatch=brickPatches[0];const brickName=brickPatch.simpleQuery(""What is the name of the brick building?"");return brickPatch.llmQuery(`What is lying next to ${brickName}?`,!1)}']",20722042,What is lying next to the brick building?,/root/Datasets/./images/n89148.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""ladder"");const n=e.find(""windows"");return bool_to_yesno(t[0].lower<n[0].upper)}']",20722045,Is the ladder below the windows?,/root/Datasets/./images/n89148.jpg,[]
None,ugly,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""cloudy sky"");return bool_to_yesno(t[0].verify_property(""cloudy sky"",""beautiful""))}']",202021431,Is the cloudy sky beautiful or ugly?,/root/Datasets/./images/n255161.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""ceiling"");const n=e.find(""toilet"");return bool_to_yesno(t[0].overlaps_with(n[0]))}']",201671757,Is the ceiling above a toilet?,/root/Datasets/./images/n410289.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""tall person"");const n=t[0];return bool_to_yesno(n.llm_query(""Is the person Asian?"",!1))}']",201428476,Does the tall person look Asian?,/root/Datasets/./images/n199758.jpg,[]
None,skateboard,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""skater"");const n=t[0];const r=n.llm_query(""What is the skater holding onto?"",!1);return r}']",20984478,What is the skater holding onto?,/root/Datasets/./images/n12214.jpg,[]
None,skater,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""skateboard"");return t[0].llm_query(""Who is holding onto the skateboard?"",!1)}']",20984474,Who is holding onto the skateboard?,/root/Datasets/./images/n12214.jpg,[]
None,jewelry,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const tablePatches=imagePatch.find(""table"");const tablePatch=tablePatches[0];const guitarPatches=imagePatch.find(""guitar"");const guitarPatch=guitarPatches[0];const leftPatches=imagePatch.find(""left"");const leftPatch=leftPatches[0];return leftPatch.llmQuery(`What sits on top of ${tablePatch.simpleQuery(""What is this?"")} that to the left of ${guitarPatch.simpleQuery(""What is this?"")}?`,!1)}']",20836693,What sits on top of the table that to the left of the guitar?,/root/Datasets/./images/n507959.jpg,[]
None,shape,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""brownie"");const n=e.find(""container"");return bool_to_yesno(t[0].exists(""container"")&&n[0].exists(""brownie""))}']",20611518,What do the brownie and the container have in common?,/root/Datasets/./images/n28996.jpg,[]
None,yes,"[' function execute_command(e){const t=new ImagePatch(e),n=t.find(""instruments"");return bool_to_yesno(n.length>0)}']",201711251,Do you see instruments next to the fireplace?,/root/Datasets/./images/n302387.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""chair"");const n=t[0];const r=n.verify_property(""chair"",""dark"");const i=n.verify_property(""chair"",""round"");return bool_to_yesno(r&&i)}']",20285100,Does the chair on the carpet look dark and round?,/root/Datasets/./images/n192021.jpg,[]
None,skate park,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""skateboarder"");const n=e.find(""fence"");const r=t[0].verticalCenter-n[0].verticalCenter;return r>0?""left"":""right""}']",202133697,Where is the skateboarder near the fence standing on?,/root/Datasets/./images/n412144.jpg,[]
